#Event S_ID P B E Ly Ld Mo S C St Px Bd
1 138 0 1 0 5 1 11 0 1 50 3 1
1 139 1 1 0 0 0 11 0 1 100 3 1
1 140 1 1 0 1 0 11 0 1 100 3 1
1 141 1 1 0 2 0 11 0 1 100 3 1
1 142 0 1 0 3 0 11 0 1 100 3 1
1 143 0 1 0 4 0 11 0 1 100 3 1
1 144 0 1 0 5 0 11 0 1 100 3 1
1 145 1 1 0 0 1 12 0 1 1 3 1
1 146 1 1 0 1 1 12 0 1 1 3 1
1 147 1 1 0 2 1 12 0 1 1 3 1
1 148 0 1 0 3 1 12 0 1 1 3 1
1 149 0 1 0 4 1 12 0 1 1 3 1
1 150 0 1 0 5 1 12 0 1 1 3 1
1 151 1 1 0 0 0 12 0 1 50 3 1
1 152 1 1 0 1 0 12 0 1 50 3 1
1 153 1 1 0 2 0 12 0 1 50 3 1
1 154 0 1 0 3 0 12 0 1 50 3 1
1 155 0 1 0 4 0 12 0 1 50 3 1
1 156 0 1 0 5 0 12 0 1 50 3 1
1 157 1 1 0 0 1 13 0 1 100 3 1
1 158 1 1 0 1 1 13 0 1 100 3 1
1 159 1 1 0 2 1 13 0 1 100 3 1
1 160 0 1 0 3 1 13 0 1 100 3 1
1 161 0 1 0 4 1 13 0 1 100 3 1
1 162 0 1 0 5 1 13 0 1 100 3 1
1 163 1 1 0 0 0 13 0 1 1 3 1
1 164 1 1 0 1 0 13 0 1 1 3 1
1 165 1 1 0 2 0 13 0 1 1 3 1
1 166 0 1 0 3 0 13 0 1 1 3 1
1 167 0 1 0 4 0 13 0 1 1 3 1
1 168 0 1 0 5 0 13 0 1 1 3 1
1 169 1 1 0 0 1 14 0 1 50 3 1
1 170 1 1 0 1 1 14 0 1 50 3 1
1 171 1 1 0 2 1 14 0 1 50 3 1
1 172 0 1 0 3 1 14 0 1 50 3 1
1 173 0 1 0 4 1 14 0 1 50 3 1
1 174 0 1 0 5 1 14 0 1 50 3 1
1 175 1 1 0 0 0 14 0 1 100 3 1
1 176 1 1 0 1 0 14 0 1 100 3 1
1 177 1 1 0 2 0 14 0 1 100 3 1
1 178 0 1 0 3 0 14 0 1 100 3 1
1 179 0 1 0 4 0 14 0 1 100 3 1
1 180 0 1 0 5 0 15 1 1 100 3 1
1 181 1 1 0 0 1 15 1 1 1 3 1
1 182 1 1 0 1 1 15 1 1 1 3 1
1 183 1 1 0 2 1 15 1 1 1 3 1
1 184 0 1 0 3 1 15 1 1 1 3 1
1 185 0 1 0 4 1 15 1 1 1 3 1
1 186 0 1 0 5 1 15 1 1 1 3 1
1 187 1 1 0 0 0 15 1 1 50 3 1
1 188 1 1 0 1 0 15 1 1 50 3 1
1 189 1 1 0 2 0 15 1 1 50 3 1
1 190 0 1 0 3 0 15 1 1 50 3 1
1 191 0 1 0 4 0 15 1 1 50 3 1
1 192 0 1 0 5 0 15 1 1 50 3 1
1 193 1 1 0 0 1 16 1 1 100 3 1
1 194 1 1 0 1 1 16 1 1 100 3 1
1 195 1 1 0 2 1 16 1 1 100 3 1
1 196 0 1 0 3 1 16 1 1 100 3 1
1 197 0 1 0 4 1 16 1 1 100 3 1
1 198 0 1 0 5 1 16 1 1 100 3 1
1 199 1 1 0 0 0 16 1 1 1 3 1
1 200 1 1 0 1 0 16 1 1 1 3 1
1 201 1 1 0 2 0 16 1 1 1 3 1
1 202 0 1 0 3 0 16 1 1 1 3 1
1 203 0 1 0 4 0 16 1 1 1 3 1
1 204 0 1 0 5 0 16 1 1 1 3 1
1 205 1 1 0 0 1 17 1 1 50 3 1
1 206 1 1 0 1 1 17 1 1 50 3 1
1 207 1 1 0 2 1 17 1 1 50 3 1
1 208 0 1 0 3 1 17 1 1 50 3 1
1 209 0 1 0 4 1 17 1 1 50 3 1
1 210 0 1 0 5 1 17 1 1 50 3 1
1 211 1 1 0 0 0 17 1 1 100 3 1
1 212 1 1 0 1 0 17 1 1 100 3 1
1 213 1 1 0 2 0 17 1 1 100 3 1
1 214 0 1 0 3 0 17 1 1 100 3 1
1 215 0 1 0 4 0 17 1 1 100 3 1
1 216 0 1 0 5 0 17 1 1 100 3 1
1 217 1 1 0 0 1 18 1 1 1 3 1
1 218 1 1 0 1 1 18 1 1 1 3 1
1 219 1 1 0 2 1 18 1 1 1 3 1
1 220 0 1 0 3 1 18 1 1 1 3 1
1 221 0 1 0 4 1 18 1 1 1 3 1
1 222 0 1 0 5 1 18 1 1 1 3 1
1 223 1 1 0 0 0 18 1 1 50 3 1
1 224 1 1 0 1 0 18 1 1 50 3 1
1 225 1 1 0 2 0 18 1 1 50 3 1
1 226 0 1 0 3 0 18 1 1 50 3 1
1 227 0 1 0 4 0 18 1 1 50 3 1
1 228 0 1 0 5 0 18 1 1 50 3 1
1 229 1 1 0 0 1 19 1 1 100 3 1
1 230 1 1 0 1 1 19 1 1 100 3 1
1 231 1 1 0 2 1 19 1 1 100 3 1
1 232 0 1 0 3 1 19 1 1 100 3 1
1 233 0 1 0 4 1 19 1 1 100 3 1
1 234 0 1 0 5 1 19 1 1 100 3 1
1 235 1 1 0 0 0 19 1 1 1 3 1
1 236 1 1 0 1 0 19 1 1 1 3 1
1 237 1 1 0 2 0 19 1 1 1 3 1
1 238 0 1 0 3 0 19 1 1 1 3 1
1 239 0 1 0 4 0 19 1 1 1 3 1
1 240 0 1 0 5 0 19 1 1 1 3 1
1 241 1 1 0 0 1 20 1 1 50 3 1
1 242 1 1 0 1 1 20 1 1 50 3 1
1 243 1 1 0 2 1 20 1 1 50 3 1
1 244 0 1 0 3 1 20 1 1 50 3 1
1 245 0 1 0 4 1 20 1 1 50 3 1
1 246 0 1 0 5 1 20 1 1 50 3 1
1 247 1 1 0 0 0 20 1 1 100 3 1
1 248 1 1 0 1 0 20 1 1 100 3 1
1 249 1 1 0 2 0 20 1 1 100 3 1
1 250 0 1 0 3 0 20 1 1 100 3 1
1 251 0 1 0 4 0 20 1 1 100 3 1
1 252 0 1 0 5 0 20 1 1 100 3 1
1 253 1 1 0 0 1 20 1 1 1 3 1
1 254 1 1 0 1 1 20 1 1 1 3 1
1 255 1 1 0 2 1 20 1 1 1 3 1
1 256 0 1 0 3 1 20 1 1 1 3 1
1 257 0 1 0 4 1 20 1 1 1 3 1
1 258 0 1 0 5 1 20 1 1 1 3 1
1 259 1 1 0 0 0 21 1 1 50 3 1
1 260 1 1 0 1 0 21 1 1 50 3 1
1 261 1 1 0 2 0 21 1 1 50 3 1
1 262 0 1 0 3 0 21 1 1 50 3 1
1 263 0 1 0 4 0 21 1 1 50 3 1
1 264 0 1 0 5 0 21 1 1 50 3 1
1 265 1 1 0 0 1 21 1 1 100 3 1
1 266 1 1 0 1 1 21 1 1 100 3 1
1 267 1 1 0 2 1 21 1 1 100 3 1
1 268 0 1 0 3 1 21 1 1 100 3 1
1 269 0 1 0 4 1 21 1 1 100 3 1
1 270 0 1 0 5 1 21 1 1 100 3 1
1 271 1 1 0 0 0 21 1 1 1 3 1
1 272 1 1 0 1 0 21 1 1 1 3 1
1 273 1 1 0 2 0 21 1 1 1 3 1
1 274 0 1 0 3 0 21 1 1 1 3 1
1 275 0 1 0 4 0 21 1 1 1 3 1
1 276 0 1 0 5 0 21 1 1 1 3 1
1 277 1 1 0 0 1 22 1 1 50 3 1
1 278 1 1 0 1 1 22 1 1 50 3 1
1 279 1 1 0 2 1 22 1 1 50 3 1
1 280 0 1 0 3 1 22 1 1 50 3 1
1 281 0 1 0 4 1 22 1 1 50 3 1
1 282 0 1 0 5 1 22 1 1 50 3 1
1 283 1 1 0 0 0 22 1 1 100 3 1
1 284 1 1 0 1 0 22 1 1 100 3 1
1 285 1 1 0 2 0 22 1 1 100 3 1
1 286 0 1 0 3 0 22 1 1 100 3 1
1 287 0 1 0 4 0 22 1 1 100 3 1
1 288 0 1 0 5 0 22 1 1 100 3 1
1 289 1 1 0 0 1 23 1 1 1 3 1
1 290 1 1 0 1 1 23 1 1 1 3 1
1 291 1 1 0 2 1 23 1 1 1 3 1
1 292 0 1 0 3 1 23 1 1 1 3 1
1 293 0 1 0 4 1 23 1 1 1 3 1
1 294 0 1 0 5 1 23 1 1 1 3 1
1 295 1 1 0 0 0 23 1 1 50 3 1
1 296 1 1 0 1 0 23 1 1 50 3 1
1 297 1 1 0 2 0 23 1 1 50 3 1
1 298 0 1 0 3 0 23 1 1 50 3 1
1 299 0 1 0 4 0 23 1 1 50 3 1
1 300 0 1 0 5 0 23 1 1 50 3 1
2 1 1 1 0 0 1 0 0 1 1 3 1
2 2 1 1 0 1 1 0 0 1 1 3 1
2 3 1 1 0 2 1 0 0 1 1 3 1
2 4 0 1 0 3 1 0 0 1 1 3 1
2 5 0 1 0 4 1 0 0 1 1 3 1
2 6 0 1 0 5 1 0 0 1 1 3 1
2 7 1 1 0 0 0 0 0 1 50 3 1
2 8 1 1 0 1 0 0 0 1 50 3 1
2 9 1 1 0 2 0 0 0 1 50 3 1
2 10 0 1 0 3 0 0 0 1 50 3 1
2 11 0 1 0 4 0 0 0 1 50 3 1
2 12 0 1 0 5 0 0 0 1 50 3 1
2 13 1 1 0 0 1 1 0 1 100 3 1
2 14 1 1 0 1 1 1 0 1 100 3 1
2 15 1 1 0 2 1 1 0 1 100 3 1
2 16 0 1 0 3 1 1 0 1 100 3 1
2 17 0 1 0 4 1 1 0 1 100 3 1
2 18 0 1 0 5 1 1 0 1 100 3 1
2 19 1 1 0 0 0 1 0 1 1 3 1
2 20 1 1 0 1 0 1 0 1 1 3 1
2 21 1 1 0 2 0 1 0 1 1 3 1
2 22 0 1 0 3 0 1 0 1 1 3 1
2 23 0 1 0 4 0 1 0 1 1 3 1
2 24 0 1 0 5 0 1 0 1 1 3 1
2 25 1 1 0 0 1 2 0 1 50 3 1
2 26 1 1 0 1 1 2 0 1 50 3 1
2 27 1 1 0 2 1 2 0 1 50 3 1
2 28 0 1 0 3 1 2 0 1 50 3 1
2 29 0 1 0 4 1 2 0 1 50 3 1
2 30 0 1 0 5 1 2 0 1 50 3 1
2 31 1 1 0 0 0 2 0 1 100 3 1
2 32 1 1 0 1 0 2 0 1 100 3 1
2 33 1 1 0 2 0 2 0 1 100 3 1
2 34 0 1 0 3 0 2 0 1 100 3 1
2 35 0 1 0 4 0 2 0 1 100 3 1
2 36 0 1 0 5 0 2 0 1 100 3 1
2 37 1 1 0 0 1 3 0 1 1 3 1
2 38 1 1 0 1 1 3 0 1 1 3 1
2 39 1 1 0 2 1 3 0 1 1 3 1
2 40 0 1 0 3 1 3 0 1 1 3 1
2 41 0 1 0 4 1 3 0 1 1 3 1
2 42 0 1 0 5 1 3 0 1 1 3 1
2 43 1 1 0 0 0 3 0 1 50 3 1
2 44 1 1 0 1 0 3 0 1 50 3 1
2 45 1 1 0 2 0 3 0 1 50 3 1
2 46 0 1 0 3 0 3 0 1 50 3 1
2 47 0 1 0 4 0 3 0 1 50 3 1
2 48 0 1 0 5 0 3 0 1 50 3 1
2 49 1 1 0 0 1 4 0 1 100 3 1
2 50 1 1 0 1 1 4 0 1 100 3 1
2 51 1 1 0 2 1 4 0 1 100 3 1
2 52 0 1 0 3 1 4 0 1 100 3 1
2 53 0 1 0 4 1 4 0 1 100 3 1
2 54 0 1 0 5 1 4 0 1 100 3 1
2 55 1 1 0 0 0 4 0 1 1 3 1
2 56 1 1 0 1 0 4 0 1 1 3 1
2 57 1 1 0 2 0 4 0 1 1 3 1
2 58 0 1 0 3 0 4 0 1 1 3 1
2 59 0 1 0 4 0 4 0 1 1 3 1
2 60 0 1 0 5 0 4 0 1 1 3 1
2 61 1 1 0 0 1 5 0 1 50 3 1
2 62 1 1 0 1 1 5 0 1 50 3 1
2 63 1 1 0 2 1 5 0 1 50 3 1
2 64 0 1 0 3 1 5 0 1 50 3 1
2 65 0 1 0 4 1 5 0 1 50 3 1
2 66 0 1 0 5 1 5 0 1 50 3 1
2 67 1 1 0 0 0 5 0 1 100 3 1
2 68 1 1 0 1 0 5 0 1 100 3 1
2 69 1 1 0 2 0 5 0 1 100 3 1
2 70 0 1 0 3 0 5 0 1 100 3 1
2 71 0 1 0 4 0 5 0 1 100 3 1
2 72 0 1 0 5 0 5 0 1 100 3 1
2 73 1 1 0 0 1 6 0 1 1 3 1
2 74 1 1 0 1 1 6 0 1 1 3 1
2 75 1 1 0 2 1 6 0 1 1 3 1
2 76 0 1 0 3 1 6 0 1 1 3 1
2 77 0 1 0 4 1 6 0 1 1 3 1
2 78 0 1 0 5 1 6 0 1 1 3 1
2 79 1 1 0 0 0 6 0 1 50 3 1
2 80 1 1 0 1 0 6 0 1 50 3 1
2 81 1 1 0 2 0 6 0 1 50 3 1
2 82 0 1 0 3 0 6 0 1 50 3 1
2 83 0 1 0 4 0 6 0 1 50 3 1
2 84 0 1 0 5 0 6 0 1 50 3 1
2 85 1 1 0 0 1 7 0 1 100 3 1
2 86 1 1 0 1 1 7 0 1 100 3 1
2 87 1 1 0 2 1 7 0 1 100 3 1
2 88 0 1 0 3 1 7 0 1 100 3 1
2 89 0 1 0 4 1 7 0 1 100 3 1
2 90 0 1 0 5 1 7 0 1 100 3 1
2 91 1 1 0 0 0 7 0 1 1 3 1
2 92 1 1 0 1 0 7 0 1 1 3 1
2 93 1 1 0 2 0 7 0 1 1 3 1
2 94 0 1 0 3 0 7 0 1 1 3 1
2 95 0 1 0 4 0 7 0 1 1 3 1
2 96 0 1 0 5 0 7 0 1 1 3 1
2 97 1 1 0 0 1 8 0 1 50 3 1
2 98 1 1 0 1 1 8 0 1 50 3 1
2 99 1 1 0 2 1 8 0 1 50 3 1
2 100 0 1 0 3 1 8 0 1 50 3 1
2 101 0 1 0 4 1 8 0 1 50 3 1
2 102 0 1 0 5 1 8 0 1 50 3 1
2 103 1 1 0 0 0 8 0 1 100 3 1
2 104 1 1 0 1 0 8 0 1 100 3 1
2 105 1 1 0 2 0 8 0 1 100 3 1
2 106 0 1 0 3 0 8 0 1 100 3 1
2 107 0 1 0 4 0 8 0 1 100 3 1
2 108 0 1 0 5 0 8 0 1 100 3 1
2 109 1 1 0 0 1 9 0 1 1 3 1
2 110 1 1 0 1 1 9 0 1 1 3 1
2 111 1 1 0 2 1 9 0 1 1 3 1
2 112 0 1 0 3 1 9 0 1 1 3 1
2 113 0 1 0 4 1 9 0 1 1 3 1
2 114 0 1 0 5 1 9 0 1 1 3 1
2 115 1 1 0 0 0 9 0 1 50 3 1
2 116 1 1 0 1 0 9 0 1 50 3 1
2 117 1 1 0 2 0 9 0 1 50 3 1
2 118 0 1 0 3 0 9 0 1 50 3 1
2 119 0 1 0 4 0 9 0 1 50 3 1
2 120 0 1 0 5 0 9 0 1 50 3 1
2 121 1 1 0 0 1 10 0 1 100 3 1
2 122 1 1 0 1 1 10 0 1 100 3 1
2 123 1 1 0 2 1 10 0 1 100 3 1
2 124 0 1 0 3 1 10 0 1 100 3 1
2 125 0 1 0 4 1 10 0 1 100 3 1
2 126 0 1 0 5 1 10 0 1 100 3 1
2 127 1 1 0 0 0 10 0 1 1 3 1
2 128 1 1 0 1 0 10 0 1 1 3 1
2 129 1 1 0 2 0 10 0 1 1 3 1
2 130 0 1 0 3 0 10 0 1 1 3 1
2 131 0 1 0 4 0 10 0 1 1 3 1
2 132 0 1 0 5 0 10 0 1 1 3 1
2 133 1 1 0 0 1 11 0 1 50 3 1
2 134 1 1 0 1 1 11 0 1 50 3 1
2 135 1 1 0 2 1 11 0 1 50 3 1
2 136 0 1 0 3 1 11 0 1 50 3 1
2 137 0 1 0 4 1 11 0 1 50 3 1
2 138 0 1 0 5 1 11 0 1 50 3 1
2 139 1 1 0 0 0 11 0 1 100 3 1
2 140 1 1 0 1 0 11 0 1 100 3 1
2 141 1 1 0 2 0 11 0 1 100 3 1
2 142 0 1 0 3 0 11 0 1 100 3 1
2 143 0 1 0 4 0 11 0 1 100 3 1
2 144 0 1 0 5 0 11 0 1 100 3 1
2 145 1 1 0 0 1 12 0 1 1 3 1
2 146 1 1 0 1 1 12 0 1 1 3 1
2 147 1 1 0 2 1 12 0 1 1 3 1
2 148 0 1 0 3 1 12 0 1 1 3 1
2 149 0 1 0 4 1 12 0 1 1 3 1
2 150 0 1 0 5 1 12 0 1 1 3 1
2 151 1 1 0 0 0 12 0 1 50 3 1
2 152 1 1 0 1 0 12 0 1 50 3 1
2 153 1 1 0 2 0 12 0 1 50 3 1
2 154 0 1 0 3 0 12 0 1 50 3 1
2 155 0 1 0 4 0 12 0 1 50 3 1
2 156 0 1 0 5 0 12 0 1 50 3 1
2 157 1 1 0 0 1 13 0 1 100 3 1
2 158 1 1 0 1 1 13 0 1 100 3 1
2 159 1 1 0 2 1 13 0 1 100 3 1
2 160 0 1 0 3 1 13 0 1 100 3 1
2 161 0 1 0 4 1 13 0 1 100 3 1
2 162 0 1 0 5 1 13 0 1 100 3 1
2 163 1 1 0 0 0 13 0 1 1 3 1
2 164 1 1 0 1 0 13 0 1 1 3 1
2 165 1 1 0 2 0 13 0 1 1 3 1
2 166 0 1 0 3 0 13 0 1 1 3 1
2 167 0 1 0 4 0 13 0 1 1 3 1
2 168 0 1 0 5 0 13 0 1 1 3 1
2 169 1 1 0 0 1 14 0 1 50 3 1
2 170 1 1 0 1 1 14 0 1 50 3 1
2 171 1 1 0 2 1 14 0 1 50 3 1
2 172 0 1 0 3 1 14 0 1 50 3 1
2 173 0 1 0 4 1 14 0 1 50 3 1
2 174 0 1 0 5 1 14 0 1 50 3 1
2 175 1 1 0 0 0 14 0 1 100 3 1
2 176 1 1 0 1 0 14 0 1 100 3 1
2 177 1 1 0 2 0 14 0 1 100 3 1
2 178 0 1 0 3 0 14 0 1 100 3 1
2 179 0 1 0 4 0 14 0 1 100 3 1
2 180 0 1 0 5 0 15 1 1 100 3 1
2 181 1 1 0 0 1 15 1 1 1 3 1
2 182 1 1 0 1 1 15 1 1 1 3 1
2 183 1 1 0 2 1 15 1 1 1 3 1
2 184 0 1 0 3 1 15 1 1 1 3 1
2 185 0 1 0 4 1 15 1 1 1 3 1
2 186 0 1 0 5 1 15 1 1 1 3 1
2 187 1 1 0 0 0 15 1 1 50 3 1
2 188 1 1 0 1 0 15 1 1 50 3 1
2 189 1 1 0 2 0 15 1 1 50 3 1
2 190 0 1 0 3 0 15 1 1 50 3 1
2 191 0 1 0 4 0 15 1 1 50 3 1
2 192 0 1 0 5 0 15 1 1 50 3 1
2 193 1 1 0 0 1 16 1 1 100 3 1
2 194 1 1 0 1 1 16 1 1 100 3 1
2 195 1 1 0 2 1 16 1 1 100 3 1
2 196 0 1 0 3 1 16 1 1 100 3 1
2 197 0 1 0 4 1 16 1 1 100 3 1
2 198 0 1 0 5 1 16 1 1 100 3 1
2 199 1 1 0 0 0 16 1 1 1 3 1
2 200 1 1 0 1 0 16 1 1 1 3 1
2 201 1 1 0 2 0 16 1 1 1 3 1
2 202 0 1 0 3 0 16 1 1 1 3 1
2 203 0 1 0 4 0 16 1 1 1 3 1
2 204 0 1 0 5 0 16 1 1 1 3 1
2 205 1 1 0 0 1 17 1 1 50 3 1
2 206 1 1 0 1 1 17 1 1 50 3 1
2 207 1 1 0 2 1 17 1 1 50 3 1
2 208 0 1 0 3 1 17 1 1 50 3 1
2 209 0 1 0 4 1 17 1 1 50 3 1
2 210 0 1 0 5 1 17 1 1 50 3 1
2 211 1 1 0 0 0 17 1 1 100 3 1
2 212 1 1 0 1 0 17 1 1 100 3 1
2 213 1 1 0 2 0 17 1 1 100 3 1
2 214 0 1 0 3 0 17 1 1 100 3 1
2 215 0 1 0 4 0 17 1 1 100 3 1
2 216 0 1 0 5 0 17 1 1 100 3 1
2 217 1 1 0 0 1 18 1 1 1 3 1
2 218 1 1 0 1 1 18 1 1 1 3 1
2 219 1 1 0 2 1 18 1 1 1 3 1
2 220 0 1 0 3 1 18 1 1 1 3 1
2 221 0 1 0 4 1 18 1 1 1 3 1
2 222 0 1 0 5 1 18 1 1 1 3 1
2 223 1 1 0 0 0 18 1 1 50 3 1
2 224 1 1 0 1 0 18 1 1 50 3 1
2 225 1 1 0 2 0 18 1 1 50 3 1
2 226 0 1 0 3 0 18 1 1 50 3 1
2 227 0 1 0 4 0 18 1 1 50 3 1
2 228 0 1 0 5 0 18 1 1 50 3 1
2 229 1 1 0 0 1 19 1 1 100 3 1
2 230 1 1 0 1 1 19 1 1 100 3 1
2 231 1 1 0 2 1 19 1 1 100 3 1
2 232 0 1 0 3 1 19 1 1 100 3 1
2 233 0 1 0 4 1 19 1 1 100 3 1
2 234 0 1 0 5 1 19 1 1 100 3 1
2 235 1 1 0 0 0 19 1 1 1 3 1
2 236 1 1 0 1 0 19 1 1 1 3 1
