# id layer ladder module type DTC
  93     1      1      8   PS   2
  94     2      1      8   PS   2
  95     3      1      8   2S   2
  96     4      1      8   2S   2
  97     5      1      8   2S   2
  98     4      1      4   2S   2
  99     5      1      4   2S   2
 100     0      0      9   PS   2
 101     1      0      9   PS   1
 102     2      0      9   PS   0
 103     3      0      9   2S   1
 104     4      0      9   2S   2
 105     5      0      9   2S   1
 106     0      1      9   PS   2
 107     1      1      9   PS   0
 108     2      1      9   PS   0
 109     3      1      9   2S   1
 110     4      1      9   2S   1
 111     5      1      9   2S   1
 112     0      0     10   PS   0
 113     1      0     10   PS   0
 114     2      0     10   PS   0
 115     3      0     10   2S   1
 116     4      0     10   2S   1
 117     5      0     10   2S   1
 118     0      1     10   PS   0
 119     1      1     10   PS   0
 120     2      1     10   PS   0
 121     3      1     10   2S   1
 122     4      1     10   2S   1
 123     5      1     10   2S   1
 124     0      0     11   PS   0
 125     1      0     11   PS   0
 126     2      0     11   PS   0
 127     3      0     11   2S   1
 128     4      0     11   2S   1
 129     5      0     11   2S   1
 130     0      1     11   PS   0
 131     1      1     11   PS   0
 132     2      1     11   PS   0
 133     3      1     11   2S   1
 134     4      1     11   2S   1
 135     5      1     11   2S   1
 136     0      0     12   PS   0
 137     1      0     12   PS   0
 138     2      0     12   PS   0
 139     3      0     12   2S   1
 140     4      0     12   2S   1
 141     5      0     12   2S   1
 142     0      1     12   PS   2
 143     1      1     12   PS   2
 144     2      1     12   PS   2
 145     3      1     12   2S   2
 146     4      1     12   2S   2
 147     5      1     12   2S   2
 148     0      0     13   PS   2
 149     1      0     13   PS   2
 150     0      0     14   PS   2
 151     1      0     14   PS   1
 152     2      0     14   PS   0
 153     3      0     14   2S   1
 154     4      0     14   2S   2
 155     5      0     14   2S   1
 156     0      1     14   PS   2
 157     1      1     14   PS   0
 158     2      1     14   PS   0
 159     3      1     14   2S   1
 160     4      1     14   2S   1
 161     5      1     14   2S   1
 162     0      0     15   PS   0
 163     1      0     15   PS   0
 164     2      0     15   PS   0
 165     3      0     15   2S   1
 166     4      0     15   2S   1
 167     5      0     15   2S   1
 168     0      1     15   PS   0
 169     1      1     15   PS   0
 170     2      1     15   PS   0
 171     3      1     15   2S   1
 172     4      1     15   2S   1
 173     5      1     15   2S   1
 174     0      0     16   PS   0
 175     1      0     16   PS   5
 176     2      0     16   PS   5
 177     3      0     16   2S   5
 178     4      0     16   2S   4
 179     5      0     16   2S   4
 180     0      1     16   PS   3
 181     1      1     16   PS   3
 182     2      1     16   PS   3
 183     3      1     16   2S   3
 184     4      1     16   2S   1
 185     5      1     16   2S   1
 186     0      0     17   PS   0
 187     1      0     17   PS   0
 188     2      0     17   PS   0
 189     3      0     17   2S   1
 190     4      0     17   2S   1
 191     5      0     17   2S   1
 192     0      1     17   PS   2
 193     1      1     17   PS   2
 194     2      1     17   PS   2
 195     3      1     17   2S   2
 196     4      1     17   2S   2
 197     5      1     17   2S   2
 198     4      1     13   2S   2
 199     5      1     13   2S   2
 200     0      0     18   PS   2
 201     1      0     18   PS   1
 202     2      0     18   PS   0
 203     3      0     18   2S   5
 204     4      0     18   2S   5
 205     5      0     18   2S   5
 206     0      1     18   PS   5
 207     1      1     18   PS   5
 208     2      1     18   PS   5
 209     3      1     18   2S   5
 210     4      1     18   2S   1
 211     5      1     18   2S   1
 212     0      0     19   PS   0
 213     1      0     19   PS   0
 214     2      0     19   PS   0
 215     3      0     19   2S   1
 216     4      0     19   2S   7
 217     5      0     19   2S   7
 218     0      1     19   PS   7
 219     1      1     19   PS   7
 220     2      1     19   PS   7
 221     3      1     19   2S   7
 222     4      1     19   2S   7
 223     5      1     19   2S   7
 224     0      0     20   PS   7
 225     1      0     20   PS   7
 226     2      0     20   PS   7
 227     3      0     20   2S   7
 228     4      0     20   2S   1
 229     5      0     20   2S   1
 230     0      1     20   PS   0
 231     1      1     20   PS   0
 232     2      1     20   PS   0
 233     3      1     20   2S   1
 234     4      1     20   2S   1
 235     5      1     20   2S   1
 236     0      0     21   PS   8
 237     1      0     21   PS   8
 238     2      0     21   PS   8
 239     3      0     21   2S   8
 240     4      0     21   2S   9
 241     5      0     21   2S   9
 242     0      1     21   PS   9
 243     1      1     21   PS   9
 244     2      1     21   PS   2
 245     3      1     21   2S   9
 246     4      1     21   2S   9
 247     5      1     21   2S   9
 248     0      0     26   PS   9
 249     1      0     26   PS   2
 250     0      0     22   PS   2
 251     1      0     22   PS   9
 252     2      0     22   PS   9
 253     3      0     22   2S   9
 254     4      0     22   2S   9
 255     5      0     22   2S   8
 256     0      1     22   PS   8
 257     1      1     22   PS   8
 258     2      1     22   PS   8
 259     3      1     22   2S   3
 260     4      1     22   2S   3
 261     5      1     22   2S   3
 262     0      0     23   PS   3
 263     1      0     23   PS   4
 264     2      0     23   PS   4
 265     3      0     23   2S   4
 266     4      0     23   2S   4
 267     5      0     23   2S   6
 268     0      1     23   PS   6
 269     1      1     23   PS   6
 270     2      1     23   PS   6
 271     3      1     23   2S   5
 272     4      1     23   2S   5
 273     5      1     23   2S   5
 274     0      0     24   PS   5
 275     1      0     24   PS   6
 276     2      0     24   PS   6
 277     3      0     24   2S   6
 278     4      0     24   2S   6
 279     5      0     24   2S   6
 280     0      1     24   PS   6
 281     1      1     24   PS   6
 282     2      1     24   PS   7
 283     3      1     24   2S   7
 284     4      1     24   2S   7
 285     5      1     24   2S   7
 286     0      0     25   PS   7
 287     1      0     25   PS   7
 288     2      0     25   PS   9
 289     3      0     25   2S   9
 290     4      0     25   2S   8
 291     5      0     25   2S   8
 292     0      1     25   PS   8
 293     1      1     25   PS   8
 294     2      1     25   PS   9
 295     3      1     25   2S   9
 296     4      1     25   2S   9
 297     5      1     25   2S   9
 298     4      1     26   2S   9
 299     5      1     26   2S   9
